Timestamp,Overall alarm status,Pre-oxygenator pressure mmHg,Post-oxygenator pressure mmHg,Oxygenator pressure delta mmHg,Pre-oxygenator saturation %,Post-oxygenator saturation %,Post-oxygenator temperature C,Flow rate L/min,Measured pump speed PRM,Flow alarm low limit L/min,Flow alarm high limit L/min,Pre-oxygenator pressure alarm low limit mmHg,Pre-oxygenator pressure alarm high limit mmHg,Post-oxygenator pressure alarm low limit mmHg,Post-oxygenator pressure alarm high limit mmHg,Oxygenator pressure delta alarm low limit mmHg,Oxygenator pressure delta alarm high limit mmHg,Pre-oxygenator saturation alarm low limit %,Pre-oxygenator saturation alarm high limit %,Post-oxygenator saturation alarm low limit %,Post-oxygenator temperature alarm low limit C,Post-oxygenator temperature alarm high limit C,Bubble alarm status,Technical Fault,Case Number
2026.03.26 05:22:24.638,None,146,127,19,40.1,57.4,21.3,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:22:29.635,Alarm,144,128,16,Lo,57.1,21.3,4.32,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:22:30.587,None,145,130,15,40.2,57.3,21.3,4.31,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:22:49.262,Alarm,149,128,21,Lo,56.4,21.3,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:22:54.140,None,148,124,24,40.3,55.9,21.3,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:23:01.041,Alarm,148,126,22,Lo,57.6,21.3,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:23:07.957,Alarm,146,133,13,Lo,55.4,21.3,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:23:14.847,None,130,110,20,40.9,57.2,21.3,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:23:17.824,Alarm,150,115,35,Lo,58.0,21.3,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:23:19.729,None,146,126,20,40.9,57.2,21.3,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:24:07.986,None,146,128,18,42.6,57.4,21.3,4.31,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:25:08.009,None,146,128,18,42.6,57.5,21.4,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:26:08.037,None,145,128,17,42.9,57.3,21.4,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:27:08.062,None,146,128,18,42.7,57.2,21.4,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:28:08.084,None,145,128,17,42.7,55.1,21.5,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:29:04.665,Alarm,145,128,17,Lo,55.3,21.5,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:29:06.687,None,145,128,17,40.9,55.3,21.5,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:29:08.108,None,145,128,17,41.9,55.2,21.5,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:30:08.136,None,146,128,18,41.9,57.5,21.6,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:31:08.165,None,144,128,16,42.0,57.2,21.6,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:32:08.195,None,145,128,17,42.6,57.4,21.7,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:33:08.218,None,146,128,18,42.8,57.4,21.7,4.33,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:34:08.245,None,145,128,17,41.8,57.4,21.7,4.32,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:35:08.270,None,145,128,17,41.9,57.3,21.7,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:36:08.288,None,145,128,17,41.8,57.2,21.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:37:08.314,None,145,128,17,42.0,57.4,21.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:38:08.335,None,146,129,17,42.1,57.1,21.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:39:08.359,None,145,128,17,41.9,57.4,21.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:40:08.384,None,145,128,17,42.2,57.3,21.8,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:41:08.416,None,145,128,17,42.3,57.3,21.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:42:08.442,None,145,128,17,42.3,57.2,21.9,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:43:08.468,None,145,128,17,42.1,57.5,21.9,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:43:34.814,Alarm,145,127,18,Lo,57.4,21.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:44:08.493,Alarm,145,127,18,Lo,54.9,21.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:44:34.996,Alarm,145,128,17,Lo,47.7,21.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,E60 Onset,11
2026.03.26 05:45:08.517,Alarm,146,128,18,Lo,48.4,21.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:07.103,None,146,127,19,40.9,53.0,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:08.054,Alarm,146,126,20,Lo,53.3,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:08.544,Alarm,146,126,20,Lo,53.3,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:24.817,None,144,128,16,40.2,51.8,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:25.768,Alarm,142,129,13,Lo,54.9,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:44.431,None,144,128,16,41.0,54.2,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:46:47.404,Alarm,147,127,20,Lo,54.4,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:08.572,Alarm,145,128,17,Lo,52.3,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:22.707,None,146,133,13,41.9,50.2,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:25.679,Alarm,146,128,18,Lo,51.2,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:26.628,None,145,128,17,40.2,49.9,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:29.598,Alarm,143,130,13,Lo,51.6,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:46.358,None,145,129,16,40.1,57.2,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:50.282,Alarm,145,128,17,Lo,54.1,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:52.184,None,146,128,18,40.0,55.0,22.1,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:53.136,Alarm,147,128,19,Lo,53.9,22.1,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:47:56.110,None,144,127,17,41.3,51.7,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:48:08.596,None,147,128,19,41.1,56.8,22.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:48:09.905,Alarm,146,131,15,Lo,53.3,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:48:54.864,Alarm,146,128,18,Lo,46.7,22.1,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,E60 Clear,11
2026.03.26 05:49:08.622,Alarm,145,128,17,Lo,47.1,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:50:08.647,Alarm,145,128,17,Lo,46.8,22.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:51:08.676,Alarm,145,127,18,Lo,47.3,22.1,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:52:08.707,Alarm,145,128,17,Lo,47.1,22.1,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:53:08.732,Alarm,144,128,16,Lo,46.8,22.1,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:54:08.753,Alarm,145,128,17,Lo,47.4,22.2,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:55:08.774,Alarm,145,128,17,Lo,46.8,22.2,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:56:08.795,Alarm,145,128,17,Lo,47.0,22.3,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:57:08.818,Alarm,144,128,16,Lo,46.8,22.3,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:58:08.844,Alarm,145,128,17,Lo,47.0,22.3,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 05:59:08.865,Alarm,145,128,17,Lo,46.8,22.3,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:00:08.891,Alarm,145,128,17,Lo,46.9,22.3,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:01:08.919,Alarm,145,128,17,Lo,46.9,22.3,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:02:08.945,Alarm,145,128,17,Lo,47.1,22.3,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:03:08.971,Alarm,145,128,17,Lo,46.8,22.3,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:04:08.998,Alarm,145,128,17,Lo,46.9,22.4,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:05:09.020,Alarm,145,128,17,Lo,46.9,22.4,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:06:09.045,Alarm,145,128,17,Lo,47.1,22.4,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:07:09.069,Alarm,146,128,18,Lo,46.6,22.4,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:08:09.091,Alarm,144,128,16,Lo,47.1,22.4,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:09:09.113,Alarm,144,128,16,Lo,47.1,22.5,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:10:09.136,Alarm,145,127,18,Lo,47.0,22.5,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:11:09.163,Alarm,145,128,17,Lo,46.7,22.5,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:12:09.187,Alarm,144,128,16,Lo,46.8,22.6,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:13:09.215,Alarm,145,127,18,Lo,46.7,22.6,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:14:09.240,Alarm,145,128,17,Lo,46.9,22.6,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:15:09.265,Alarm,145,128,17,Lo,46.9,22.6,4.34,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:16:09.291,Alarm,145,128,17,Lo,46.9,22.6,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:17:09.314,Alarm,144,127,17,Lo,46.7,22.6,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:18:09.338,Alarm,145,128,17,Lo,46.9,22.6,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:19:09.362,Alarm,145,127,18,Lo,46.6,22.6,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:20:09.389,Alarm,144,128,16,Lo,46.9,22.6,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:21:09.417,Alarm,145,128,17,Lo,46.7,22.6,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:22:09.445,Alarm,145,127,18,Lo,46.8,22.6,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:23:09.470,Alarm,145,128,17,Lo,47.2,22.7,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:24:09.496,Alarm,145,127,18,Lo,46.7,22.7,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:25:09.522,Alarm,145,128,17,Lo,47.1,22.7,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:26:09.544,Alarm,144,127,17,Lo,46.9,22.7,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:27:09.574,Alarm,144,128,16,Lo,46.9,22.7,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:28:09.600,Alarm,145,127,18,Lo,47.0,22.7,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:29:09.628,Alarm,144,127,17,Lo,47.0,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:30:09.648,Alarm,145,127,18,Lo,47.0,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:31:09.672,Alarm,145,128,17,Lo,46.8,22.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:32:09.698,Alarm,145,127,18,Lo,47.1,22.8,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:33:09.724,Alarm,145,128,17,Lo,46.9,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:34:09.747,Alarm,144,128,16,Lo,47.0,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:35:09.775,Alarm,146,129,17,Lo,46.8,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:36:09.807,Alarm,145,128,17,Lo,47.1,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:37:09.832,Alarm,145,128,17,Lo,47.1,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:38:09.861,Alarm,145,128,17,Lo,46.9,22.8,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:39:09.888,Alarm,144,128,16,Lo,46.9,22.9,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:40:09.915,Alarm,145,128,17,Lo,46.9,22.9,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:41:09.947,Alarm,145,128,17,Lo,46.8,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:42:09.972,Alarm,145,128,17,Lo,46.9,22.9,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:43:09.997,Alarm,144,128,16,Lo,47.1,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:44:10.021,Alarm,145,128,17,Lo,46.9,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:45:10.044,Alarm,144,127,17,Lo,46.9,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:46:10.071,Alarm,146,128,18,Lo,46.7,22.9,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:47:10.098,Alarm,145,128,17,Lo,46.9,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:48:10.125,Alarm,144,128,16,Lo,46.7,22.9,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:49:10.152,Alarm,144,128,16,Lo,47.2,23.0,4.35,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:50:10.178,Alarm,144,128,16,Lo,46.8,22.9,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:51:10.202,Alarm,145,128,17,Lo,46.7,23.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:52:10.228,Alarm,145,128,17,Lo,47.3,23.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:53:10.251,Alarm,144,128,16,Lo,47.0,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:54:10.280,Alarm,144,128,16,Lo,46.7,23.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:55:10.306,Alarm,144,128,16,Lo,47.0,23.0,4.36,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:56:10.328,Alarm,144,128,16,Lo,46.9,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:57:10.352,Alarm,144,128,16,Lo,46.9,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:58:10.377,Alarm,145,128,17,Lo,47.0,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 06:59:10.406,Alarm,145,128,17,Lo,47.0,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:00:10.426,Alarm,145,128,17,Lo,47.0,23.0,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:01:10.456,Alarm,144,128,16,Lo,46.8,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:02:10.487,Alarm,146,128,18,Lo,46.6,23.1,4.37,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:03:10.513,Alarm,144,128,16,Lo,47.1,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:04:10.537,Alarm,145,128,17,Lo,46.8,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:05:10.560,Alarm,143,128,15,Lo,46.9,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:06:10.588,Alarm,145,128,17,Lo,46.8,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:07:10.615,Alarm,145,127,18,Lo,46.9,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:08:10.644,Alarm,145,128,17,Lo,46.9,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:09:10.670,Alarm,145,128,17,Lo,47.2,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:10:10.695,Alarm,144,128,16,Lo,47.0,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:11:10.724,Alarm,144,128,16,Lo,46.7,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:12:10.751,Alarm,144,128,16,Lo,46.9,23.1,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:13:10.776,Alarm,145,128,17,Lo,47.0,23.2,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:14:10.803,Alarm,145,127,18,Lo,47.0,23.2,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:15:10.828,Alarm,144,128,16,Lo,46.7,23.2,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.26 07:16:10.855,Alarm,144,128,16,Lo,47.0,23.2,4.38,1960,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
