Timestamp,Overall alarm status,Pre-oxygenator pressure mmHg,Post-oxygenator pressure mmHg,Oxygenator pressure delta mmHg,Pre-oxygenator saturation %,Post-oxygenator saturation %,Post-oxygenator temperature C,Flow rate L/min,Measured pump speed PRM,Flow alarm low limit L/min,Flow alarm high limit L/min,Pre-oxygenator pressure alarm low limit mmHg,Pre-oxygenator pressure alarm high limit mmHg,Post-oxygenator pressure alarm low limit mmHg,Post-oxygenator pressure alarm high limit mmHg,Oxygenator pressure delta alarm low limit mmHg,Oxygenator pressure delta alarm high limit mmHg,Pre-oxygenator saturation alarm low limit %,Pre-oxygenator saturation alarm high limit %,Post-oxygenator saturation alarm low limit %,Post-oxygenator temperature alarm low limit C,Post-oxygenator temperature alarm high limit C,Bubble alarm status,Technical Fault,Case Number
2026.04.11 11:59:46.341,Alarm,--,--,--,--,--,--,2.38,2390,0.10,8.00,50,300,50,300,10,75,50.0,90.0,95.0,35.0,37.5,E,E46 Onset,12
2026.04.11 11:59:46.459,Alarm,--,--,--,--,--,--,2.38,2390,0.10,8.00,50,300,50,300,10,75,50.0,90.0,95.0,35.0,37.5,E,,12
2026.04.11 11:59:46.578,Alarm,--,--,--,--,--,--,2.38,2390,0.10,8.00,50,300,50,300,10,75,50.0,90.0,95.0,35.0,37.5,E,,12
2026.04.11 11:59:48.327,None,--,--,--,--,--,--,2.38,2390,0.10,8.00,50,300,50,300,10,75,50.0,90.0,95.0,35.0,37.5,E,E46 Clear,12
2026.04.11 11:59:48.445,None,--,--,--,--,--,--,2.38,2390,0.10,8.00,50,300,50,300,10,75,50.0,90.0,95.0,35.0,37.5,E,,12
2026.04.11 11:59:57.079,Alarm,155,145,10,Lo,--,22.6,2.38,2390,0.10,8.00,50,300,50,300,A,75,A,90.0,95.0,A,37.5,E,,12
2026.04.11 11:59:57.978,Alarm,156,145,11,Lo,42.9,22.6,2.37,2390,0.10,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,E,,12
2026.04.11 12:00:00.821,Alarm,155,146,9,Lo,42.2,22.7,2.37,2390,0.10,8.00,50,300,50,300,A,75,D,90.0,A,A,37.5,E,,12
2026.04.11 12:00:01.582,Alarm,155,146,9,Lo,41.5,22.7,2.37,2390,0.10,8.00,50,300,50,300,A,75,D,90.0,A,A,37.5,E,,12
2026.04.11 12:00:03.104,Alarm,155,146,9,Lo,41.2,22.7,2.38,2390,0.10,8.00,50,300,50,300,A,75,D,90.0,D,A,37.5,E,,12
2026.04.11 12:00:05.828,Alarm,155,145,10,Lo,42.6,22.7,2.37,2390,0.10,8.00,50,300,50,300,10,75,D,90.0,D,A,37.5,E,,12
2026.04.11 12:00:08.211,Alarm,155,146,9,Lo,42.9,22.7,2.38,2390,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:00:08.822,Alarm,154,146,8,Lo,42.8,22.7,2.37,2390,0.10,8.00,50,300,50,300,A,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:00:11.070,Alarm,155,146,9,Lo,42.7,22.7,2.37,2390,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:00:40.964,Alarm,180,172,8,Lo,43.1,22.8,2.71,2760,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:14.991,Alarm,54,51,3,Lo,42.9,22.8,0.10,0,A,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:24.741,Alarm,55,46,9,Lo,42.9,22.9,0.04,0,A,8.00,50,300,A,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:25.440,Alarm,55,46,9,Lo,42.9,22.9,0.13,1950,0.10,8.00,50,300,A,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:27.705,Alarm,116,96,20,Lo,42.7,22.9,1.65,1970,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:34.615,Alarm,121,113,8,Lo,Lo,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:40.570,Alarm,121,114,7,Lo,41.3,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:01:40.990,Alarm,121,114,7,Lo,41.3,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:41.016,Alarm,122,115,7,Lo,42.7,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:49.571,Alarm,122,114,8,Lo,Lo,22.8,1.81,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:50.523,Alarm,122,113,9,Lo,40.0,22.8,1.81,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:51.476,Alarm,122,113,9,Lo,Lo,22.8,1.81,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:54.457,Alarm,121,114,7,Lo,40.0,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:02:55.411,Alarm,121,114,7,Lo,Lo,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:03:03.282,Alarm,120,114,6,Lo,41.6,22.8,1.80,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:03:41.041,Alarm,122,114,8,Lo,41.7,22.8,1.81,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:04:41.068,Alarm,122,115,7,Lo,41.9,22.8,1.81,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:05:41.093,Alarm,121,114,7,Lo,41.3,22.8,1.79,1950,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:06:41.121,Alarm,130,122,8,Lo,41.4,22.8,1.91,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:07:41.149,Alarm,130,122,8,Lo,41.6,22.9,1.90,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:39.134,Alarm,130,119,11,Lo,Lo,22.9,1.90,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:41.173,Alarm,130,122,8,Lo,Lo,22.9,1.90,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:42.111,Alarm,129,128,1,Lo,40.8,22.9,1.90,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:46.040,Alarm,129,121,8,Lo,Lo,22.9,1.90,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:52.944,Alarm,129,122,7,Lo,40.1,22.9,1.91,2080,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:08:54.848,Alarm,103,113,-10,Lo,Lo,22.9,1.69,420,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:03.778,Alarm,124,119,5,Lo,40.0,23.0,1.77,2700,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:17.585,Alarm,173,163,10,Lo,Lo,22.9,2.52,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:22.466,Alarm,172,162,10,Lo,40.0,23.0,2.52,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:24.492,Alarm,172,163,9,Lo,Lo,23.0,2.52,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:29.371,Alarm,173,162,11,Lo,40.1,23.0,2.52,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:34.253,Alarm,171,163,8,Lo,Lo,23.0,2.51,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:37.229,Alarm,173,162,11,Lo,40.1,23.0,2.52,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:41.200,Alarm,171,162,9,Lo,40.0,23.0,2.51,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:42.112,Alarm,170,162,8,Lo,Lo,23.0,2.51,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:49.021,Alarm,172,162,10,Lo,40.0,23.0,2.51,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:52.952,Alarm,172,162,10,Lo,Lo,23.0,2.50,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:54.022,Alarm,172,162,10,Lo,40.0,23.0,2.50,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:09:59.860,Alarm,171,162,9,Lo,Lo,23.0,2.50,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:06.766,Alarm,171,162,9,Lo,40.0,23.0,2.49,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:20.581,Alarm,171,162,9,Lo,Lo,23.1,2.49,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:21.534,Alarm,171,162,9,Lo,40.0,23.1,2.48,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:23.440,Alarm,171,161,10,Lo,Lo,23.1,2.48,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:26.416,Alarm,170,161,9,Lo,40.1,23.1,2.48,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:28.442,Alarm,171,161,10,Lo,Lo,23.1,2.48,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:29.394,Alarm,172,161,11,Lo,40.1,23.1,2.48,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:41.229,Alarm,170,161,9,Lo,40.4,23.1,2.47,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:48.086,Alarm,171,162,9,Lo,Lo,23.1,2.47,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:10:52.016,Alarm,170,161,9,Lo,40.0,23.1,2.47,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:05.824,Alarm,170,161,9,Lo,Lo,23.1,2.47,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:09.752,Alarm,170,161,9,Lo,40.1,23.1,2.47,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:18.564,Alarm,170,161,9,Lo,Lo,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:19.637,Alarm,169,161,8,Lo,40.0,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:21.542,Alarm,169,161,8,Lo,Lo,23.1,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:37.266,Alarm,171,161,10,Lo,40.0,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:41.262,Alarm,168,158,10,Lo,40.3,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:52.143,Alarm,171,162,9,Lo,Lo,23.1,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:54.049,Alarm,171,160,11,Lo,40.0,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:11:57.978,Alarm,168,160,8,Lo,Lo,23.1,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:00.955,Alarm,169,160,9,Lo,40.0,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:01.906,Alarm,169,160,9,Lo,Lo,23.1,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:03.931,Alarm,169,160,9,Lo,40.0,23.1,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:39.287,Alarm,169,160,9,Lo,Lo,23.2,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:40.359,Alarm,169,159,10,Lo,40.0,23.2,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:41.287,Alarm,169,159,10,Lo,40.0,23.2,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:54.053,Alarm,168,159,9,Lo,Lo,23.2,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:12:55.123,Alarm,169,159,10,Lo,40.1,23.2,2.44,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:13:41.314,Alarm,170,159,11,Lo,40.3,23.3,2.46,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:14:12.869,Alarm,168,160,8,Lo,Lo,23.3,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:14:13.822,Alarm,168,159,9,Lo,40.1,23.3,2.45,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:14:41.336,Alarm,168,159,9,Lo,Lo,23.3,2.42,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:14:41.456,Alarm,168,159,9,Lo,Lo,23.3,2.42,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:14:45.267,Alarm,168,158,10,Lo,40.1,23.3,2.42,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:15:41.363,Alarm,169,158,11,Lo,42.1,23.4,2.40,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:16:41.390,Alarm,168,159,9,Lo,42.9,23.5,2.39,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:17:41.419,Alarm,168,158,10,Lo,42.2,23.5,2.39,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:18:41.451,Alarm,166,157,9,Lo,42.7,23.6,2.38,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:19:41.480,Alarm,165,156,9,Lo,42.7,23.7,2.40,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:20:41.508,Alarm,165,156,9,Lo,42.4,23.7,2.39,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:21:41.536,Alarm,164,154,10,Lo,42.9,23.8,2.38,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:22:41.562,Alarm,164,155,9,Lo,42.7,23.8,2.35,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:23:41.588,Alarm,163,156,7,Lo,42.7,23.9,2.34,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:24:41.615,Alarm,164,155,9,Lo,42.9,24.0,2.31,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:25:41.645,Alarm,163,154,9,Lo,42.9,24.0,2.32,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:26:41.669,Alarm,163,154,9,Lo,42.6,24.1,2.31,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:27:41.695,Alarm,163,153,10,Lo,42.7,24.1,2.31,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:28:12.182,Alarm,163,155,8,Lo,Lo,24.1,2.31,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:28:17.064,Alarm,163,155,8,Lo,40.5,24.1,2.32,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:28:41.723,Alarm,162,154,8,Lo,42.9,24.1,2.30,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:29:41.750,Alarm,162,153,9,Lo,42.9,24.2,2.31,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:30:41.775,Alarm,162,154,8,Lo,43.1,24.3,2.29,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:30:52.191,Alarm,161,154,7,Lo,42.8,24.3,2.30,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,E60 Onset,12
2026.04.11 12:31:36.822,Alarm,161,154,7,Lo,Lo,24.3,2.26,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:31:41.803,Alarm,161,152,9,Lo,Lo,24.3,2.26,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:31:46.586,Alarm,164,153,11,Lo,41.5,24.3,2.25,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:31:50.514,Alarm,159,136,23,Lo,Lo,24.4,2.27,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:31:58.374,Alarm,160,153,7,Lo,43.4,24.4,2.24,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:00.398,Alarm,162,155,7,Lo,Lo,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:19.091,Alarm,160,151,9,Lo,41.9,24.3,2.24,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:26.946,Alarm,160,155,5,Lo,Lo,24.3,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:27.926,Alarm,161,155,6,Lo,41.4,24.3,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:38.728,Alarm,160,152,8,Lo,Lo,24.4,2.24,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:41.826,Alarm,162,150,12,Lo,Lo,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:46.585,Alarm,160,155,5,Lo,40.6,24.4,2.22,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:32:47.536,Alarm,159,154,5,Lo,Lo,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:33:26.933,Alarm,159,153,6,Lo,41.0,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:33:32.766,Alarm,159,152,7,Lo,Lo,24.4,2.21,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:33:40.742,Alarm,160,151,9,Lo,40.7,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:33:41.854,Alarm,162,152,10,Lo,42.3,24.4,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:33:53.483,Alarm,159,151,8,Lo,Lo,24.4,2.22,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:34:03.247,Alarm,159,152,7,Lo,44.0,24.4,2.24,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:34:41.878,Alarm,160,151,9,Lo,44.2,24.3,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:35:41.901,Alarm,160,152,8,Lo,44.4,24.3,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:36:41.929,Alarm,159,151,8,Lo,44.4,24.3,2.23,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:37:41.953,Alarm,159,151,8,Lo,44.4,24.2,2.22,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
2026.04.11 12:38:41.978,Alarm,160,150,10,Lo,44.4,24.2,2.22,2680,0.10,8.00,50,300,50,300,D,75,D,90.0,D,D,37.5,E,,12
