Timestamp,Overall alarm status,Pre-oxygenator pressure mmHg,Post-oxygenator pressure mmHg,Oxygenator pressure delta mmHg,Pre-oxygenator saturation %,Post-oxygenator saturation %,Post-oxygenator temperature C,Flow rate L/min,Measured pump speed PRM,Flow alarm low limit L/min,Flow alarm high limit L/min,Pre-oxygenator pressure alarm low limit mmHg,Pre-oxygenator pressure alarm high limit mmHg,Post-oxygenator pressure alarm low limit mmHg,Post-oxygenator pressure alarm high limit mmHg,Oxygenator pressure delta alarm low limit mmHg,Oxygenator pressure delta alarm high limit mmHg,Pre-oxygenator saturation alarm low limit %,Pre-oxygenator saturation alarm high limit %,Post-oxygenator saturation alarm low limit %,Post-oxygenator temperature alarm low limit C,Post-oxygenator temperature alarm high limit C,Bubble alarm status,Technical Fault,Case Number
2026.04.22 12:54:44.130,Alarm,55,53,2,Lo,Lo,23.7,-0.01,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 12:55:44.154,Alarm,55,53,2,Lo,Lo,23.8,0.00,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 12:56:44.181,Alarm,55,53,2,Lo,Lo,23.7,-0.01,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 12:57:44.203,Alarm,55,53,2,Lo,Lo,23.7,0.00,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 12:58:44.264,Alarm,55,53,2,Lo,Lo,23.7,-0.01,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 12:59:44.263,Alarm,55,53,2,Lo,Lo,23.7,-0.01,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:00:21.784,Alarm,55,45,10,Lo,Lo,23.5,0.04,0,A,8.00,50,300,A,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:00:24.723,Alarm,55,53,2,Lo,Lo,23.4,0.00,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:00:44.279,Alarm,55,53,2,Lo,Lo,23.4,0.00,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:01:44.301,Alarm,55,53,2,Lo,Lo,23.3,0.01,0,A,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:02:15.421,Alarm,56,55,1,Lo,Lo,23.3,0.10,670,0.10,8.00,50,300,50,300,A,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:02:21.705,Alarm,101,91,10,Lo,Lo,23.0,2.82,1420,0.10,8.00,50,300,50,300,10,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:02:44.315,Alarm,171,152,19,Lo,Lo,23.1,5.34,2270,0.10,8.00,50,300,50,300,10,75,A,90.0,A,A,37.5,A,,13
2026.04.22 13:02:49.306,Alarm,171,151,20,Lo,Lo,23.1,5.36,2270,0.10,8.00,50,300,50,300,10,75,A,90.0,A,A,37.5,E,,13
2026.04.22 13:02:57.990,Alarm,171,151,20,Lo,Lo,23.1,5.34,2270,0.10,8.00,50,300,50,300,10,75,D,90.0,A,A,37.5,E,,13
2026.04.22 13:03:00.620,Alarm,171,151,20,Lo,Lo,23.1,5.34,2270,0.10,8.00,50,300,50,300,10,75,D,90.0,D,A,37.5,E,,13
2026.04.22 13:03:04.532,Alarm,171,151,20,Lo,Lo,23.1,5.33,2270,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:12.421,Alarm,55,50,5,Lo,Lo,23.1,0.09,0,A,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:12.874,Alarm,56,50,6,Lo,Lo,23.1,0.05,0,A,8.00,50,300,50,300,A,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:16.818,Alarm,48,46,2,Lo,Lo,23.2,0.00,0,A,8.00,A,300,A,300,A,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:19.762,Alarm,55,53,2,Lo,Lo,23.3,0.00,0,A,8.00,50,300,50,300,A,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:44.335,Alarm,55,53,2,Lo,Lo,23.4,0.00,0,A,8.00,50,300,50,300,A,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:03:57.356,Alarm,70,55,15,Lo,Lo,23.5,0.13,1610,0.10,8.00,50,300,50,300,A,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:04:01.142,Alarm,188,154,34,Lo,Lo,23.3,5.72,2400,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:04:44.365,Alarm,178,158,20,Lo,Lo,23.2,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:05:44.389,Alarm,179,158,21,Lo,Lo,23.2,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:06:44.418,Alarm,179,158,21,Lo,Lo,23.3,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:07:44.449,Alarm,179,158,21,Lo,Lo,23.4,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:08:44.476,Alarm,178,158,20,Lo,Lo,23.4,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:09:44.499,Alarm,179,158,21,Lo,Lo,23.5,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:10:44.526,Alarm,175,157,18,Lo,Lo,23.5,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:11:18.955,Alarm,178,158,20,Lo,Lo,23.5,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,E60 Onset,13
2026.04.22 13:11:43.328,Alarm,179,153,26,Lo,41.9,23.6,5.57,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:11:44.552,Alarm,178,155,23,Lo,42.4,23.6,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:11:51.182,Alarm,178,157,21,Lo,Lo,23.6,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:11:54.157,Alarm,178,158,20,Lo,40.9,23.6,5.57,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:12:29.501,Alarm,177,157,20,Lo,Lo,23.6,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:12:32.474,Alarm,177,158,19,Lo,40.7,23.6,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:12:44.581,Alarm,179,157,22,Lo,41.7,23.6,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:12:46.278,Alarm,179,156,23,Lo,Lo,23.6,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:17.686,Alarm,178,159,19,Lo,41.4,23.6,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:23.636,Alarm,179,158,21,Lo,Lo,23.6,5.57,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:44.608,Alarm,178,156,22,Lo,Lo,23.7,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:47.193,Alarm,181,159,22,41.6,Lo,23.7,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:51.120,None,177,159,18,41.2,42.7,23.7,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:52.072,Alarm,177,159,18,Lo,40.7,23.7,5.58,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:13:53.143,Alarm,178,159,19,Lo,Lo,23.7,5.57,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:14:36.329,Alarm,177,157,20,Lo,42.1,23.7,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:14:38.232,Alarm,176,159,17,Lo,Lo,23.7,5.60,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:14:44.632,Alarm,180,157,23,Lo,Lo,23.7,5.60,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:14:58.942,Alarm,180,156,24,Lo,40.7,23.7,5.60,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:00.844,Alarm,180,156,24,Lo,Lo,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:03.820,Alarm,178,157,21,Lo,42.3,23.7,5.59,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:07.746,Alarm,179,156,23,Lo,Lo,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:12.522,Alarm,179,156,23,Lo,Lo,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,E60 Clear,13
2026.04.22 13:15:35.238,Alarm,178,157,21,40.0,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:36.310,Alarm,178,157,21,Lo,Lo,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:15:44.662,Alarm,177,158,19,Lo,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:35.326,Alarm,178,157,21,Lo,40.1,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:38.181,Alarm,178,157,21,Lo,Lo,23.7,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:43.179,Alarm,177,158,19,40.2,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:44.691,Alarm,177,158,19,40.2,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:46.036,Alarm,178,158,20,Lo,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:54.005,Alarm,178,158,20,40.4,Lo,23.7,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:16:58.883,Alarm,178,157,21,Lo,Lo,23.7,5.63,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:17:44.718,Alarm,178,157,21,Lo,Lo,23.6,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:17:50.051,Alarm,178,157,21,Lo,41.2,23.6,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:17:51.004,Alarm,178,157,21,Lo,Lo,23.6,5.62,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:18:44.746,Alarm,178,157,21,Lo,Lo,23.6,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:19:44.770,Alarm,178,157,21,Lo,Lo,23.6,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:20:44.794,Alarm,177,157,20,Lo,Lo,23.5,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:21:44.813,Alarm,178,157,21,Lo,Lo,23.5,5.61,2350,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:22:44.842,Alarm,149,132,17,Lo,Lo,23.6,4.83,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:23:44.870,Alarm,150,133,17,Lo,Lo,23.6,4.83,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:24:44.896,Alarm,150,132,18,Lo,Lo,23.6,4.83,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:25:44.923,Alarm,149,133,16,Lo,Lo,23.7,4.82,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:26:44.950,Alarm,149,133,16,Lo,Lo,23.7,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:27:44.979,Alarm,149,132,17,Lo,Lo,23.7,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:28:45.008,Alarm,150,132,18,Lo,Lo,23.8,4.79,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:29:45.033,Alarm,148,133,15,Lo,Lo,23.8,4.79,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:30:45.064,Alarm,149,132,17,Lo,Lo,23.8,4.79,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:31:45.088,Alarm,149,132,17,Lo,Lo,23.9,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:32:45.115,Alarm,149,133,16,Lo,Lo,23.9,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:33:45.142,Alarm,148,133,15,Lo,Lo,23.9,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:34:45.171,Alarm,150,132,18,Lo,Lo,23.9,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:35:45.197,Alarm,149,133,16,Lo,Lo,23.9,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:36:45.223,Alarm,149,132,17,Lo,Lo,24.0,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:37:45.255,Alarm,148,133,15,Lo,Lo,24.0,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:38:45.279,Alarm,149,133,16,Lo,Lo,24.0,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:39:45.302,Alarm,149,133,16,Lo,Lo,24.1,4.81,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:40:45.329,Alarm,149,133,16,Lo,Lo,24.1,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:41:45.357,Alarm,149,133,16,Lo,Lo,24.1,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
2026.04.22 13:42:45.383,Alarm,149,133,16,Lo,Lo,24.1,4.80,2050,0.10,8.00,50,300,50,300,10,75,D,90.0,D,D,37.5,E,,13
